o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	IRIGOYEN BERNARDO DE	1284	1138	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	DR B DE IRIGOYEN	1284	1138	CO	SM	AVENIDA SAN JUAN	COCHABAMBA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PERON JUAN DOMINGO TTE. GRAL.	1492	1037	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TTE GRAL JUAN D PERON	1492	1037	CO	SM	URUGUAY	PARANA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MURGUIONDO	936	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	CNEL P MURGUIONDO	936	1408	CO	SM	ACASSUSO	ALONSO DE ERCILLA	N
SALTA	ORAN	CHACO ESQ. LOS ROBLES.	S/N	4530	SALTA		SAN RAMON DE LA NUEVA ORAN		CHACO		4530	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	JUJUY	460	1083	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV JUJUY	460	1083	CO	SM	AVENIDA MANUEL BELGRANO	VENEZUELA	N
MENDOZA	GODOY CRUZ	INDEPENDENCIA	560/564	5501	MENDOZA		GODOY CRUZ		INDEPENDENCIA	560	5501	DU	DA			
BUENOS AIRES	TEMPERLEY	SAENZ PEÃ?A	2518	1834	BUENOS AIRES	LOMAS DE ZAMORA	SAN JOSE	9 DE JULIO	SAENZ PEÑA	2518	1832	CO	SM	BOSTON	ORURO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	HORNOS GENERAL	1476	1272	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	GRAL HORNOS	1476	1272	CO	SM	BENITO QUINQUELA MARTIN		N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BARROS PAZOS JOSE	5682	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	J BARROS PAZOS	5682	1439	CO	SM	OLIDEN	CORONEL PRUDENCIO MURGUIONDO	N
SANTA FE	CASILDA	CASADO	2244	2170	SANTA FE	CASEROS	CASILDA	SAN CARLOS	CARLOS CASADO	2244	2170	CO	SM	PRESIDENTE HIPOLITO YRIGOYEN	FRAY LUIS BELTRAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	COMBATE DE LOS POZOS	23	1079	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	COMBATE DE LOS POZOS	23	1079	CO	SM	RIOBAMBA	PRESIDENTE HIPOLITO YRIGOYEN	N
BUENOS AIRES	TRENQUE LAUQUEN	TTE. GRAL. URIBURU	39	6400	BUENOS AIRES	TRENQUE LAUQUEN	TRENQUE LAUQUEN		AV GRAL JOSE F URIBURU	39	6400	CO	SM	AVENIDA GENERAL JOSE DE SAN MARTIN	AVENIDA GENERAL VILLEGAS	N
CORDOBA	BARRIO SANTA ISABEL	AV. ARMADA ARGENTINA	5698	5000	CORDOBA			BARRIO SANTA ISABEL	AVENIDA ARMADA ARGENTINA	5698	5000	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	HERRERA	541	1295	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	HERRERA	541	1295	CO	SM	ARISTOBULO DEL VALLE		N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VALLE	315	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	TOMAS ANTONIO VALLE	315	1424	CO	SM	BENJAMIN VIEL	JORGE BEAUCHEF	N
MISIONES	POSADAS	BOLIVAR	2067	3300	MISIONES	CAPITAL	POSADAS	CENTRO	GRAL SIMON BOLIVAR	2067	3300	CO	SM	SAN LORENZO	AYACUCHO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YRIGOYEN HIPOLITO	615	1086	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PTE H YRIGOYEN	615	1086	CO	SM	PERU	BATALLA DE CHACABUCO	N
BUENOS AIRES	MARTINEZ	BERNARDO DE YRIGOYEN	330	1072	BUENOS AIRES	SAN ISIDRO	MARTINEZ		BERNARDO DE YRIGOYEN	330	1072	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YRIGOYEN HIPOLITO	2326	1089	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PTE H YRIGOYEN	2326	1089	CO	SM	PICHINCHA	DOMINGO MATHEU	N
BUENOS AIRES	LIBERTAD	RIVAROLA	675	1716	BUENOS AIRES	MERLO	LIBERTAD		P RIVAROLA	675	1716	CO	SM	SANTO DOMINGO	COSTA RICA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DIAZ CORONEL AVDA.	1427	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV CNEL DIAZ	1427	1425	CO	SM	GENERAL MIGUEL ESTANISLAO SOLER	PARAGUAY	N
SANTA FE	CARCARAÃ?A	SAN MARTIN	1162	2138	SANTA FE	SAN LORENZO	CARCARAÑA		SAN MARTIN	1162	2138	CO	SM	JOSE ANDRES ABRATE	1 DE MAYO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTAÃ?ESES	2490	1428	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	MONTAÑESES	2490	1428	CO	SM	ALMIRANTE MANUEL BLANCO ENCALADA	MONROE	N
CORDOBA	CORDOBA	ROSARIO DE SANTA FE	275	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	ROSARIO DE SANTA FE	275	5000	CO	SM	ITUZAINGO	AVENIDA MAIPU	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN BLAS	3241	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	SAN BLAS	3241	1416	CO	SM	CLAUDIO MAMERTO CUENCA	CAMPANA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CUCHA CUCHA	255	1405	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		CUCHA CUCHA	255	1405	NE	AI			
CORDOBA	RIO CUARTO	SOBREMONTE	685	5800	CORDOBA	RIO CUARTO	RIO CUARTO	CENTRO	SOBREMONTE	685	5800	CO	SM	25 DE MAYO	GENERAL JOSE DE SAN MARTIN	N
BUENOS AIRES	ESCOBAR	AVDA.SAN MARTIN Y M.GALVEZ	1625	1625	BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		AV GRAL SAN MARTIN	1625	1625	CO	SM	LUIS GONZALEZ	SAN ISIDRO	N
RIO NEGRO	BARILOCHE	AV. E. BUSTILLO	7200	8400	RIO NEGRO	BARILOCHE	SAN CARLOS DE BARILOCHE	PINAR DE FESTA	AV E BUSTILLO	7200	8400	CO	SM	CHIN CHIN	HUA HUAN	N
CHUBUT	GOBERNADOR COSTA	AV. JULIO A. ROCA	S/N ESTABLECIMIENTO PUTRACHOIQUE	9223	CHUBUT		GOBERNADOR COSTA		AVENIDA JULIO A ROCA		9223	DU	DS			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AVILES VIRREY	2725	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	VIRREY G AVILES	2725	1426	CO	SM	CORONEL JOSE MOLDES	CELESTINO VIDAL	N
BUENOS AIRES	DOMSELAAR	RUTA 210 KM 54-500	S/N	1984	BUENOS AIRES		DOMSELAAR		RUTA 210		1984	DU	DS			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	25 DE MAYO	786	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	786	1002	CO	SM	GENERAL JUAN JOSE VIAMONTE	AVENIDA LEANDRO NICEFORO ALEM	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ECUADOR	1536	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	ECUADOR	1536	1425	CO	SM	ARENALES	ANTONIO LUIS BERUTI	N
MENDOZA	COQUIMBITO	RODRIGUEZ PEÃ?A KM	7.5	5513	MENDOZA	MAIPU	COQUIMBITO		RODRIGUEZ PEÑA		5513	CO	SM			
BUENOS AIRES	CIUDADELA	SAN MARTIN	528	1702	BUENOS AIRES	TRES DE FEBRERO	CIUDADELA		LIBERTADOR GRAL SAN MARTIN	528	1702	CO	SM	VENEZUELA	DIAZ VELEZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VIAMONTE	1328	1053	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	1328	1053	CO	SM	TALCAHUANO	URUGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARENAL CONCEPCION	4864	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	C ARENAL	4864	1427	CO	SM	MONTENEGRO	AVENIDA CORONEL IGNACIO WARNES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	25 DE MAYO	577	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	577	1002	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
BUENOS AIRES	LIBERTAD	MILLER	542	1716	BUENOS AIRES	MERLO	LIBERTAD		GRAL GUILLERMO MILLER	542	1716	CO	SM	GENERAL MIGUEL ESTANISLAO SOLER	ALMAGRO	N
CHACO	VILLA ANGELA	AV ESPAÃ?A	402	3540	CHACO	MAYOR LUIS J FONTANA	VILLA ANGELA		AV ESPAÑA	402	3540	CO	SM	URQUIZA	AVENIDA COLON	N
MENDOZA	CIUDAD DE JUNIN	NICOLAS VIDELA	284	5573	MENDOZA	JUNIN	JUNIN		NICOLAS E VIDELA	284	5573	CO	SM	LUIS MARCO ESTE	GENERAL EDUARDO LONARDI	N
CORDOBA	CORDOBA	PICHANAS	2226	5000	CORDOBA	CAPITAL	CORDOBA	AMPLIACION EMPALME	PICHANAS	2226	5006	CO	SM	SERREZUELA	DOCTOR PEDRO MEDRANO	N
BUENOS AIRES	LOS TOLDOS	ALEM L. N.	369	6015	BUENOS AIRES	GENERAL VIAMONTE	LOS TOLDOS		L N ALEM	369	6015	CO	SM			
BUENOS AIRES	HAEDO	SUIPACHA	339	1706	BUENOS AIRES	MORON	HAEDO		SUIPACHA	339	1706	CO	SM	ESMERALDA	URUGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FINLANDIA	1333	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	PJE FINLANDIA	1333	1440	CO	SM	ALONSO DE ERCILLA	ULRICO SCHMIDL	N
CORDOBA	CORDOBA	DUARTE QUIROS	1795	5000	CORDOBA	CAPITAL	CORDOBA	ALBERDI	AV DUARTE QUIROS	1795	5002	CO	SM	SOL DE MAYO	DOCTOR JOSE M URRUTIA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	TEDIN JUEZ	2733	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	JUEZ TEDIN	2733	1425	CO	SM	TAGLE	JUAN MORA FERNANDEZ	N
CORDOBA	CORDOBA	AV. OLMOS	96	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AV E F OLMOS	96	5000	CO	SM	SAN MARTIN	PRESIDENTE BERNARDINO RIVADAVIA	N
ENTRE RIOS	COLON	24 NORTE	81	3280	ENTRE RIOS		COLON		24 NORTE	81	3280	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CULPINA	1374	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	CULPINA	1374	1406	CO	SM	DOCTOR FACUNDO DE ZUVIRIA	CRISOSTOMO ALVAREZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CAMARGO	960	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	V CAMARGO	960	1414	CO	SM	DOCTOR JOSE MARIANO SERRANO	JOSE IGNACIO THAMES	N
BUENOS AIRES	WILDE	RONDEAU	248	1875	BUENOS AIRES	AVELLANEDA	WILDE		RONDEAU	248	1875	CO	SM	AVENIDA DOCTOR MANUEL BELGRANO	COMODORO MARTIN RIVADAVIA	N
CHUBUT	TRELEW	HIPOLITO IRIGOYEN	1045	9100	CHUBUT	RAWSON	TRELEW	LOS OLMOS	PTE H YRIGOYEN	1045	9100	CO	SM	RONDEAU	JOSE HERNANDEZ	N
CORDOBA	CORDOBA	AGUSTIN GARZON	3252	5000	CORDOBA	CAPITAL	CORDOBA	SAN VICENTE	A GARZON	3252	5006	CO	SM	DIEGO DE TORRES	SOLARES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PELLEGRINI CARLOS	1363	1011	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PRES CARLOS PELLEGRINI	1363	1011	CO	SM	ARROYO	JUNCAL	N
BUENOS AIRES	SARANDI	CARABELAS	2328	1872	BUENOS AIRES	AVELLANEDA	SARANDI		CARABELAS	2328	1872	CO	SM	TENIENTE CORONEL MAGAN	GENERAL FERRE	N
BUENOS AIRES	TRES ALGARROBOS	DIAGONAL SAN MARTIN	271	6231	BUENOS AIRES	CARLOS TEJEDOR	TRES ALGARROBOS		DIAG GRAL SAN MARTIN	271	6231	CO	SM			N
SANTA FE	ROSARIO	ECHARCE	2151	2000	SANTA FE		ROSARIO		ECHARCE	2151	2000	NE	AI			
CORDOBA	CORDOBA	SAN FERNANDO	1136	5000	CORDOBA	CAPITAL	CORDOBA	VILLA AZALAIZ	SAN FERNANDO	1136	5012	CO	SM	JOSE LUIS ORREGO	SERAPIO OVEJERO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARENAL CONCEPCION	3325	1426	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	C ARENAL	3325	1426	CO	SM	GENERAL ENRIQUE MARTINEZ	AVENIDA CORONEL IGNACIO ALVAREZ THOMAS	N
SANTA FE	ROSARIO	ALEM	1683	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	L N ALEM	1683	2000	CO	SM	MONTEVIDEO	AVENIDA CARLOS PELLEGRINI	N
BUENOS AIRES	REMEDIOS DE ESCALADA	QUIRNO COSTA	901	1826	BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA		QUIRNO COSTA	901	1826	NE	CI			
SANTA FE	VILLA CONSTITUCION	DAVID PEÃ?A	4433	2919	SANTA FE	CONSTITUCION	VILLA CONSTITUCION		PEÑA	4433	2919	CO	SM	GOBERNADOR DOCTOR CARLOS SILVESTRE BEGNIS	SIVORI	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MORENO	2340	1094	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR M MORENO	2340	1094	CO	SM	PICHINCHA	DOMINGO MATHEU	N
BUENOS AIRES	FLORIDA	OÂ´HIGGINS	969	1602	BUENOS AIRES	VICENTE LOPEZ	FLORIDA		OAHIGGINS	969	1602	NE	CI			
NEUQUEN	SAN MARTIN DE LOS ANDES	PARAJE EL OASIS	S/N	8370	NEUQUEN		SAN MARTIN DE LOS ANDES		PARAJE EL OASIS		8370	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORVALAN	2371	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	E CORVALAN	2371	1440	CO	SM	PRIMERA JUNTA	AVENIDA MARIA EVA DUARTE DE PERON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ESMERALDA	517	1007	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	ESMERALDA	517	1007	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BRASIL	1314	1154	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	BRASIL	1314	1154	CO	SM	SANTIAGO DEL ESTERO	SAN JOSE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DIAZ VELEZ AVDA.	3957	1200	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV GRAL DIAZ VELEZ	3957	1200	CO	SM	MEDRANO	FRANCISCO ACUÑA DE FIGUEROA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CORRIENTES AVDA.	3247	1193	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV CORRIENTES	3247	1193	CO	SM	DOCTOR TOMAS MANUEL DE ANCHORENA	AGUERO	N
BUENOS AIRES	ACASSUSO	AV. LIBERTADOR	15160	1641	BUENOS AIRES	SAN ISIDRO	ACASSUSO		AV DEL LIBERTADOR	15160	1640	CO	SM	ALMAFUERTE	MARTIN CORONADO	N
NEUQUEN	NEUQUEN	JOSE ROZAS	1130	8300	NEUQUEN		NEUQUEN		JOSE ROZAS	1130	8300	NE	CI			
MENDOZA	SAN JOSE		LAMADRID		MENDOZA		SAN JOSE	DEPTO. GUAYMALLEN	LAMADRID			NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALVEAR MARCELO T. DE	1212	1058	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PTE M T DE ALVEAR	1212	1058	CO	SM	LIBERTAD	TALCAHUANO	N
SANTA FE	ROSARIO	MENDOZA	2699	2000	SANTA FE	ROSARIO	ROSARIO	NUESTRA SEÑORA DE LOURDES	MENDOZA	2699	2000	CO	SM	MARTIN RODRIGUEZ	CALLAO	N
MISIONES	VILLA BONITA	VENEZUELA Y PERU	0	3361	MISIONES		VILLA BONITA		VENEZUELA		3361	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	WARNES AVDA.	170	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV CNEL I WARNES	170	1414	CO	SM	PADILLA	JULIAN ALVAREZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PALESTINA	838	1182	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	PALESTINA	838	1182	CO	SM	HUMAHUACA	GUARDIA VIEJA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANTA FE AVDA.	5089	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV SANTA FE	5089	1425	CO	SM	BONPLAND	ANGEL JUSTINIANO CARRANZA	N
CATAMARCA	CATAMARCA	MAESTRO QUIROGA	40	4700	CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		MAESTRO QUIROGA	40	4700	CO	SM	SANTA ROSA	ECHEVERRIA	N
CORDOBA	DEL CAMPILLO	SAN MARTIN	325	6271	CORDOBA	GENERAL ROCA	DEL CAMPILLO		AV GRAL SAN MARTIN	325	6271	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DEL LIBERTADOR AVDA.	498	1001	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV DEL LIBERTADOR	498	1001	CO	SM	SUIPACHA	PRESIDENTE CARLOS PELLEGRINI	N
BUENOS AIRES	BECCAR	RODO	1936	1643	BUENOS AIRES	SAN ISIDRO	BECCAR	CONSTITUCION	JOSE ENRIQUE RODO	1936	1138	CO	SM	JULIAN NAVARRO	INGENIERO GUILLERMO MARCONI	N
BUENOS AIRES	REMEDIOS DE ESCALADA	ALMEIRA	2515	1826	BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	LOS TALLERES	F D ALMEYRA	2515	1826	CO	SM	VILLA LUJAN	GENERAL ANGEL PACHECO	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	MENDOZA	236	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	EL BAJO	PROVINCIA DE MENDOZA	236	4000	CO	SM	DOCTOR BERNARDO DE MONTEAGUDO	PRESIDENTE BERNARDINO RIVADAVIA	N
MISIONES	GARUHAPE	LOTE 28 SECCION 1	S/N	3334	MISIONES	LIBERTADOR GRAL SAN MARTIN	GARUHAPE		LOTE 28 SECCION 1 S/N		3334	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BRAGADO	5562	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	BRAGADO	5562	1440	CO	SM	JOSE ANTONIO MIRALLA	POLA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GUERRICO MARTIN CONTRALMIRANTE	5492	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	M GUERRICO	5492	1439	CO	SM	SOLDADO DE LA FRONTERA		N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SUIPACHA	268	1008	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SUIPACHA	268	1008	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	AVENIDA PRESIDENTE ROQUE SAENZ PEÑA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN BLAS	1948	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	SAN BLAS	1948	1416	CO	SM	TERRERO	ALFREDO LAMAS ANDRE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CASEROS AVDA.	2118	1264	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	AV CASEROS	2118	1264	CO	SM	JUAN CARLOS GOMEZ	PASCO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SALTA	1363	1137	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	SALTA	1363	1137	CO	SM	COCHABAMBA	CONSTITUCION	N
BUENOS AIRES	RAMOS MEJIA	GONZALEZ CASTILLO	509	1704	BUENOS AIRES	LA MATANZA	RAMOS MEJIA		J GONZALEZ CASTILLO	509	1704	CO	SM	COLON	DOCTOR ALFREDO PALACIOS	N
LA PAMPA	WINIFREDA	RIVADAVIA	119	6313	LA PAMPA	CONHELO	WINIFREDA		RIVADAVIA	119	6313	CO	SM			N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CONDARCO	2626	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	GRAL ALVAREZ CONDARCO	2626	1417	CO	SM	FRAY GABRIEL ARREGUI	SANTO TOME	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAENZ PEÃ?A ROQUE AVDA. PTE.	725	1035	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SAENZ PEAA ROQUE		1035	NE	AI			
BUENOS AIRES	GLEW	PUEYRREDON	2250	1856	BUENOS AIRES	ALMIRANTE BROWN	GLEW		PUEYRREDON	2250	1856	CO	SM	JULIAN ANTONIO AGUIRRE	LUIS RUBINSTEIN	N
MENDOZA	LAS HERAS	LOS ALERCES	1451	5539	MENDOZA		LAS HERAS		LOS ALERCES	1451	5539	NE	AI			
SANTA FE	ROSARIO	URQUIZA	2032	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	GRAL J J DE URQUIZA	2032	2000	CO	SM	DOCTOR MARIANO MORENO	BALCARCE	N
BUENOS AIRES	VILLA BALLESTER	ARTIGAS	883	1653	BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		ARTIGAS	883	1653	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RECONQUISTA	266	1003	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	266	1003	CO	SM	TENIENTE GENERAL JUAN DOMINGO PERON	DOMINGO FAUSTINO SARMIENTO	N
LA RIOJA	LA RIOJA	AV. RIVADAVIA	702	5300	LA RIOJA	CAPITAL	LA RIOJA	CENTRO	AV RIVADAVIA	702	5300	CO	SM	SAN MARTIN	PRESIDENTE HIPOLITO YRIGOYEN	N
BUENOS AIRES	SAN MARTIN	PTE. JUAN DOMINGO PERON	4186	1650	BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN		AV PTE J D PERON	4186	1650	CO	SM	FELIX BALLESTER	CALLE 99	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	MENDOZA	654	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	PROVINCIA DE MENDOZA	654	4000	CO	SM	ESCOLASTICO ILDEFONSO MUÑECAS	BATALLA DE MAIPU	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GRITO DE ASENCIO	3455	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	GRITO DE ASENCIO	3455	1437	CO	SM	PEPIRI	DIOGENES TABORDA	N
CORDOBA	CORDOBA	NAZARET	3399	5000	CORDOBA	CAPITAL	CORDOBA	LAS ROSAS	NAZARET	3399	5009	CO	SM	PASAJE FENELON ZUVIRIA	VIANNEY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LA PAMPA	5108	1431	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	LA PAMPA	5108	1431	CO	SM	AGUSTIN GAMARRA	AGUSTIN GAMARRA	N
