o_provincia	o_localidad	o_calle	o_numero	o_CP	n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP	n_resolucion	n_motivo	n_entre Calle 1	n_entre Calle 2	 CV_ZonaPeligrosa
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	OBLIGADO RAFAEL AVDA. COSTANERA	0	1425	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		AV COSTANERA R OBLIGADO		1426	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BELGRANO AVDA.	665	1092	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	665	1092	CO	SM	PERU	BATALLA DE CHACABUCO	N
CORDOBA	CORDOBA	BOULEVARD ARTURO ILLIA	271	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	BV DR A ILLIA	271	5000	CO	SM	ITUZAINGO	BOULEVARD CHACABUCO	N
SANTA FE	ROSARIO	SIN DIRECCION	S/N	2000	SANTA FE		ROSARIO		SIN DIRECCION		2000	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GARAY JUAN DE AVDA.	2157	1256	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	AV J DE GARAY	2157	1256	CO	SM	BATALLA DE RINCON	PASCO	N
BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA DE SAN MARTIN	957	1824	BUENOS AIRES	LANUS	GERLI	VILLA FISHER	ESCALADA DE SAN MARTIN	957	1824	CO	SM	JUJUY	CONCEJAL HECTOR NOYA	N
SANTA FE	ROSARIO	JUJUY	2195	2000	SANTA FE	ROSARIO	ROSARIO	CENTRO	JUJUY	2195	2000	CO	SM	BALCARCE	BOULEVARD NICASIO OROÑO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PASO	505	1031	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR J JOSE PASO	505	1031	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALBERDI JUAN BAUTISTA AVDA.	6099	1440	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV ALBERDI	6099	1440	CO	SM	OLIDEN	CORONEL PRUDENCIO MURGUIONDO	N
MENDOZA	MENDOZA	CASA DE GOBIERNO (ALA OESTE)	99999	5500	MENDOZA		MENDOZA		CASA DE GOBIERNO ( ALA OESTE ) 99999		5500	NP	SM			
RIO NEGRO	VIEDMA	RUTA 3 KM 977	S/N	8500	RIO NEGRO		VIEDMA		RUTA 3		8500	DU	DS			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	UKRANIA	3139	1417	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	PJE UKRANIA	3139	1417	CO	SM	PEDRO LOZANO	TINOGASTA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FLORIDA	520	1005	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	520	1005	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	620	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV B RIVADAVIA	620	1002	CO	SM	FLORIDA	BATALLA DE CHACABUCO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	4995	1424	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV B RIVADAVIA	4995	1424	CO	SM	JUAN BAUTISTA AMBROSETTI	ACOYTE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CASEROS AVDA.	1365	1152	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	AV CASEROS	1365	1152	CO	SM	PARACAS	SALTA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VELEZ SARSFIELD AVDA.	602	1281	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	AV DR VELEZ SARSFIELD	602	1282	CO	SM	PASAJE MIRAVE	SUAREZ	N
BUENOS AIRES	ITUZAINGO	ARENGREN	486	1714	BUENOS AIRES	ITUZAINGO	ITUZAINGO	ITUZAINGO SUR	ARENGREEN	486	1714	CO	SM	GENERAL JULIAN LAGUNA	HENRY DUNANT	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PARAGUAY	1237/39/41	1057	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PARAGUAY	1237	1057	CO	SM	LIBERTAD	TALCAHUANO	N
SANTA FE	SAN JUSTO	BELGRANO	2824	3040	SANTA FE	SAN JUSTO	SAN JUSTO	NEME	GRAL MANUEL BELGRANO	2824	3040	CO	SM	BOULEVARD CARLOS PELLEGRINI	REMEDIOS DE ESCALADA DE SAN MARTIN	N
MISIONES	DOS DE MAYO	RUTA 211 KM 49	0	3364	MISIONES		2 DE MAYO		RUTA 211		3364	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LIBERTAD	893	1012	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	LIBERTAD	893	1012	CO	SM	AVENIDA CORDOBA	PARAGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN MARTIN AVDA.	5992	1419	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	AV GRAL SAN MARTIN	5992	1419	CO	SM	MARISCAL FRANCISCO SOLANO LOPEZ	PEDRO MORAN	N
CORDOBA	ADELIA MARIA	MALVINAS ARGENTINA	356	5843	CORDOBA	RIO CUARTO	ADELIA MARIA		MALVINAS ARGENTINAS	356	5843	CO	SM			N
CORDOBA	CORDOBA	AV GRAL. PAZ	699	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AV GRAL JOSE MARIA PAZ	699	5000	CO	SM	LA TABLADA	IGUALDAD	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALCORTA AMANCIO AVDA.	3025	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV A ALCORTA	3025	1437	CO	SM	MONTEAGUDO	IGUAZU	N
NEUQUEN	SAN MARTIN DE LOS ANDES	PERITO MORENO	709	8370	NEUQUEN	LACAR	SAN MARTIN DE LOS ANDES	CENTRO	PERITO F P MORENO	709	8370	CO	SM	TENIENTE CORONEL PEREZ	CAPITAN DRURY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GAONA AVDA.	5110	1407	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VELEZ SARSFIELD	AV GAONA	5110	1407	CO	SM	GOMEZ DE FONSECA		N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	25 DE MAYO	596	1002	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	596	1002	CO	SM	GENERAL JUAN LAVALLE	TUCUMAN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ALCORTA AMANCIO AVDA.	4045	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV A ALCORTA	4045	1437	CO	SM	PASAJE ROMERO	DEL BARCO CENTENERA	N
BUENOS AIRES	AVELLANEDA	LACARRA	1499	1870	BUENOS AIRES	AVELLANEDA	GERLI		GRAL LACARRA	1499	1870	CO	SM	HELGUERA	CORONEL JUAN ANTONIO CASACUBERTA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	REPETTO NICOLAS DR.	40	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	DR N REPETTO	40	1405	CO	SM	CACHIMAYO	YERBAL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PERON JUAN DOMINGO TTE. GRAL.	650	1038	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TTE GRAL JUAN D PERON	650	1038	CO	SM	FLORIDA	MAIPU	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN JUAN AVDA.	426	1147	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	AV SAN JUAN	426	1147	CO	SM	DEFENSA	GENERAL SIMON BOLIVAR	N
LA PAMPA	SANTA ROSA	MORENO	532	6300	LA PAMPA	CAPITAL	SANTA ROSA	CENTRO	DR M MORENO	532	6300	CO	SM	DOCTOR LISANDRO DE LA TORRE	LEANDRO NICEFORO ALEM	N
BUENOS AIRES	SAN MIGUEL	PAUNERO	1668	1663	BUENOS AIRES	SAN MIGUEL	SAN MIGUEL		PAUNERO	1668	1663	CO	SM	AVENIDA BARTOLOME MITRE	CONCEJAL E TRIBULATO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CERRITO	866	1336	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	CERRITO	866	1010	CO	SM	AVENIDA CORDOBA	PARAGUAY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	OTERO	356	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	F D OTERO	356	1427	CO	SM	SANTOS DUMONT	JORGE NEWBERY	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	1439	1033	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	1439	1033	CO	SM	URUGUAY	PRESIDENTE LUIS SAENZ PEÑA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	FLORIDA	340	1005	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	340	1005	CO	SM	DOMINGO FAUSTINO SARMIENTO	AVENIDA CORRIENTES	N
MENDOZA	MENDOZA	VILLANUEVA ARISTIDES	347	5500	MENDOZA	CAPITAL	MENDOZA		AV A VILLANUEVA	347	5500	CO	SM	JUAN MARTINEZ DE ROSAS	GRANADEROS DE SAN MARTIN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DEFENSA	1747	1143	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	DEFENSA	1747	1143	CO	SM	DOCTOR ENRIQUE FINOCHIETTO	USPALLATA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIO CUARTO	3205	1270	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	RIO CUARTO	3205	1292	CO	SM	AGUSTIN MAGALDI	PASAJE MIGUEL DE UNAMUNO	N
BUENOS AIRES	SAN ANTONIO DE ARECO	BOLIVAR	240	2760	BUENOS AIRES	SAN ANTONIO DE ARECO	SAN ANTONIO DE ARECO		BOLIVAR	240	2760	CO	SM	GENERAL PAZ	SAN MARTIN	N
CORDOBA	BELL VILLE	AV. ESPANA	104	2550	CORDOBA	UNION	BELL VILLE		AV ESPAÑA	104	2550	CO	SM	PIO JOSE ANGULO	PRESIDENTE HIPOLITO YRIGOYEN	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BELGRANO AVDA.	615	1092	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	615	1092	CO	SM	PERU	BATALLA DE CHACABUCO	N
BUENOS AIRES	BERNAL	BELGRANO	328	1876	BUENOS AIRES	QUILMES	BERNAL ESTE		GRAL MANUEL BELGRANO	328	1876	CO	SM	DON BOSCO	PEDRO IGNACIO CASTRO BARROS	N
BUENOS AIRES	AVELLANEDA	CASACUBERTA J J	830	1870	BUENOS AIRES	AVELLANEDA	GERLI		CASACUBERTA	830	1870	CO	SM	GENERAL MARTIN MIGUEL DE GUEMES	GENERAL LACARRA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LOS PATOS	3224	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	LOS PATOS	3224	1437	CO	SM	ATUEL	PEPIRI	N
BUENOS AIRES	QUILMES	GRAL. SAVIO	3663	1879	BUENOS AIRES	QUILMES	QUILMES OESTE		GRAL MANUEL N SAVIO	3663	1879	CO	SM	PROFESOR G MAIER	DOCTOR CARLOS SAAVEDRA LAMAS	N
NEUQUEN	RINCON DE LOS SAUCES	CORRIENTES	S/N	8319	NEUQUEN	PEHUENCHES	RINCON DE LOS SAUCES		CORRIENTES		8319	CO	SM			
CORDOBA	VILLA ALLENDE	GOYCOECHEA	1987	5105	CORDOBA	COLON	VILLA ALLENDE		AV GOYCOECHEA	1987	5105	CO	SM			
BUENOS AIRES	BECCAR	VICTORIA OCAMPO	884	1643	BUENOS AIRES	SAN ISIDRO	BECCAR		VICTORIA OCAMPO	884	1643	CO	SM	PEDRO DE MENDOZA		N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	BELGRANO AVDA.	4223	1210	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AVDA MANUEL BELGRANO	4223	1210	CO	SM	JOSE MARMOL	DOCTOR FRANCISCO JAVIER MUÑIZ	N
BUENOS AIRES	VILLA ADELINA	PARANA	6722	1607	BUENOS AIRES	SAN ISIDRO	VILLA ADELINA		AV PARANA	6722	1605	CO	SM	TRIUNVIRATO	GOBERNADOR EMILIO CASTRO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PERU	590	1068	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PERU	590	1068	CO	SM	VENEZUELA	MEXICO	N
CORDOBA	SAN PEDRO (CINTRA-DPTO. UNION)	CENTENARIO ESQ MAIPU	0	2559	CORDOBA	SAN ALBERTO	SAN PEDRO		CENTENARIO		5871	CO	SM			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHILE	299	1098	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	CHILE	299	1098	CO	SM	BALCARCE	BALCARCE	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	AVELLANEDA	3206	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	AV DR N AVELLANEDA	3206	1406	CO	SM	CLAUDIO MAMERTO CUENCA	CAMPANA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PEÃ?A	2191	1126	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PEÑA	2191	1126	CO	SM	JUNIN	PRESIDENTE JOSE EVARISTO URIBURU	N
CORDOBA	CORDOBA	SAENZ PEÃ?A LUIS	4432	5006	CORDOBA	CAPITAL	CORDOBA	AMPL. ALTAMIRA	PJE DR L SAENZ PEÑA	4432	5006	CO	SM	RIO DE LA PLATA	RIO URUGUAY	N
BUENOS AIRES	SAN MARTIN		CALLE 64		BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	CALLE 64			NE	AI			
BUENOS AIRES	FLORENCIO VARELA	HIPOLITO YRIGOYEN	551	1888	BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA	GOB MONTEVERDE	PTE H YRIGOYEN	551	1888	CO	SM	COMBATE DE SAN LORENZO	EL PLUMERILLO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	S/C	S/N	1440	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		S/N		1440	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	NUÃ?EZ	6364	1431	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		NUAEZ	6364	1431	NE	CI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	REMEDIOS DE ESCALADA TORRE 4	2749	1416	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	ESCALADA DE SAN MARTIN	2749	1416	CO	SM	GENERAL JOSE ANTONIO ALVAREZ CONDARCO	CORONEL JUAN FLORENCIO TERRADA	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CERRITO	36	1010	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	CERRITO	36	1010	CO	SM	LIMA	GENERAL BARTOLOME MITRE	N
BUENOS AIRES	LAS HERAS	MINISTRO CALDERON	265	9017	SANTA CRUZ	DESEADO	LAS HERAS		MTRO CALDERON	265	9017	CO	SM			
BUENOS AIRES	AVELLANEDA	LA FUENTE	740	1870	BUENOS AIRES	AVELLANEDA	AVELLANEDA		LA FUENTE	740	1870	NE	CI			
BUENOS AIRES	TURDERA	SANTA MARIA	128	1834	BUENOS AIRES	LOMAS DE ZAMORA	TURDERA		SANTA MARIA	128	1834	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SAN JUAN AVDA.	2063	1232	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	AV SAN JUAN	2063	1232	CO	SM	BATALLA DE RINCON	BATALLA DE RINCON	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	LAVALLE	3562	1190	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	GRAL JUAN LAVALLE	3562	1190	CO	SM	BILLINGHURST	DOCTOR MARIO BRAVO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MONTEVIDEO	1559	1018	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	MONTEVIDEO	1559	1018	CO	SM	VICENTE FIDEL LOPEZ	URUGUAY	N
CHACO	RESISTENCIA	ALVEAR	790	3500	CHACO	SAN FERNANDO	RESISTENCIA		AV ALVEAR	790	3500	CO	SM	AVENIDA HERNANDARIAS	CANGALLO	N
ENTRE RIOS	GUALEGUAYCHU	SAN JUAN 1026	S/N	2820	ENTRE RIOS	GUALEGUAYCHU	GUALEGUAYCHU	MUNICIPALIDAD	SAN JUAN	1026	2820	CO	SM	PRESIDENTE HIPOLITO YRIGOYEN	ELIAS ANGEL	N
CATAMARCA	SAN FERNANDO DEL VALLE DE CATAMARCA	ESQUIU	418	4700	CATAMARCA	CAPITAL	SAN FDO DEL VALLE DE CATAMARCA		ESQUIU	418	4700	CO	SM	MAIPU	SARMIENTO	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	SANTA FE AVDA.	2130	1123	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV SANTA FE	2130	1123	CO	SM	JUNIN	PRESIDENTE JOSE EVARISTO URIBURU	N
BUENOS AIRES	COLON	BVARD. 17 N0 618	S/N	2720	BUENOS AIRES	COLON	COLON		BOULEVARD 17		2720	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	VALLE JUAN JOSE GRAL. DE DIV.	2938	1437	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	PJE GRAL JUAN JOSE VALLE	2938	1437	CO	SM	PERITO FRANCISCO MORENO	CARLOS MARIA RAMIREZ	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	CHORROARIN	666	1427	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	CHORROARIN	666	1427	CO	SM	FRANCISCO BUCARELLI	CARLOS BAUNESS	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PUJOL	883	1405	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	JUAN PUJOL	883	1405	CO	SM	ARENGREEN	FRANCISCO PLANES	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAIPU	757	1045	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	757	1006	CO	SM	GENERAL JUAN JOSE VIAMONTE	AVENIDA CORDOBA	N
CORDOBA	CORDOBA	CASTRO BARROS	869	5000	CORDOBA	CAPITAL	CORDOBA	PROVIDENCIA	BV CASTRO BARROS	869	5000	CO	SM	FEDERICO BRANDSEN	BRIGADIER GENERAL JOSE MATIAS ZAPIOLA	N
BUENOS AIRES	MUNRO	DERQUI	4762	1605	BUENOS AIRES	VICENTE LOPEZ	MUNRO		PRES SANTIAGO DERQUI	4762	1605	CO	SM	AVENIDA BARTOLOME MITRE	LEANDRO NICEFORO ALEM	N
CORDOBA	CORDOBA	AYACUCHO	46	5000	CORDOBA	CAPITAL	CORDOBA	CENTRO	AYACUCHO	46	5000	CO	SM	MARISCAL ANTONIO JOSE DE SUCRE	27 DE ABRIL	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	ARMENIA	1632	1414	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ARMENIA	1632	1414	CO	SM	REPUBLICA DE HONDURAS	EL SALVADOR	N
BUENOS AIRES	SAN ANTONIO DE PADUA	PATRICIOS	491	1718	BUENOS AIRES	MERLO	PARQUE SAN MARTIN		PATRICIAS ARGENTINAS	491	1722	CO	SM	JUAN DILLON	ANGEL MARIA RODRIGUEZ	N
NEUQUEN	CUTRAL CO	OLASCOAGA Y MENDOZA	S/N	8322	NEUQUEN		CUTRAL CO		OLASCOAGA		8322	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	PERON EVA AVDA.	5851	1439	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV M EVA DUARTE DE PERON	5851	1439	CO	SM	JOSE IGNACIO LARRAYA	AVENIDA CORONEL MARIANO LARRAZABAL	N
BUENOS AIRES	VILLA MADERO	BLANCO ENCALADA	350	1768	BUENOS AIRES		CIUDAD MADERO		BLANCO ENCALADA	350	1768	DU	DA			
LA RIOJA	LA RIOJA	ORTIZ DE OCAMPO AVDA.	1390	5300	LA RIOJA	CAPITAL	LA RIOJA	RAMIREZ DE VELAZCO	AV ORTIZ DE OCAMPO	1390	5300	CO	SM	AVENIDA HERNANDO DE MAGALLANES	GOBERNADOR LUIS VERNET	N
RIO NEGRO	RIO COLORADO	JUAN B JUSTO Y URQUIZA	0	8138	RIO NEGRO		RIO COLORADO		JUAN B JUSTO		8138	NE	AI			
SALTA	ORAN	GUEMES ESQUINA PELLEGRINI	S/N	4530	SALTA		SAN RAMON DE LA NUEVA ORAN		GUEMES		4530	NE	AI			
SAN JUAN	SAN JUAN	SALTA (NORTE)	1826	5400	SAN JUAN	CAPITAL	SAN JUAN		SALTA NORTE	1826	5400	CO	SM	AVENIDA JUSTO JOSE DE URQUIZA NORTE		N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	YRIGOYEN HIPOLITO	1954	1089	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PTE H YRIGOYEN	1954	1089	CO	SM	COMBATE DE LOS POZOS	SARANDI	N
BUENOS AIRES	ZARATE	AV. ANTA	24	2800	BUENOS AIRES	ZARATE	ZARATE		AV ANTA	24	2800	CO	SM	AVENIDA GALESIO	BOLIVAR	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	RIVADAVIA AVDA.	11686	1408	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	AV B RIVADAVIA	11686	1408	CO	SM	MONTIEL	JOSE LEON SUAREZ	N
SANTA FE	ROSARIO	CTDA.PATRIA	2144	2000	SANTA FE	ROSARIO	ROSARIO	MERCEDES DE SAN MARTIN	PATRIA	2144	2011	CO	SM	BALCARCE	BOULEVARD NICASIO OROÑO	N
BUENOS AIRES	LANUS	PTE. SARMIENTO	561	1824	BUENOS AIRES	LANUS	GERLI	VILLA ANGELICA	PTE D F SARMIENTO	561	1824	CO	SM	TENIENTE CORONEL BUERAS	ALFEREZ HIPOLITO BOUCHARD	N
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	DE LOS INMIGRANTES Y RAMON S. CASTILLO	0	1104	CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		DE LOS INMIGRANTES		1104	NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	MAZA	317	1206	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	JUAN AGUSTIN MAZA	317	1206	CO	SM	DOCTOR MARIANO MORENO	AVENIDA MANUEL BELGRANO	N
BUENOS AIRES	FLORENCIO VARELA	ALFONSINA STORNI Y REP DE FRANCIA	0	1888	BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA		ALFONSINA STORNI		1888	NE	AI			
SANTA FE	ROSARIO	LEGUIZAMON	1221	2000	SANTA FE	ROSARIO	ROSARIO	LISANDRO DE LA TORRE	O LEGUIZAMON BIS	1221	2013	CO	SM	DOCTOR JUAN BAUTISTA JUSTO	AUGUSTO J OLIVE	N
TUCUMAN	SAN MIGUEL DE TUCUMAN	JOSE COLOMBRES	168	4000	TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	NORTE	JOSE E COLOMBRES	168	4000	CO	SM	GENERAL JOSE DE SAN MARTIN	PROVINCIA DE MENDOZA	N
BUENOS AIRES	BERAZATEGUI	RUTA 2 KM 37	800		BUENOS AIRES	BERAZATEGUI	BERAZATEGUI		RUTA 2			NE	AI			
CAPITAL FEDERAL	CIUDAD DE BUENOS AIRES	GOYENA PEDRO AVDA.	1719	1406	CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV DR P GOYENA	1719	1406	CO	SM	AVENIDA CURAPALIGUE	AVENIDA JUAN BAUTISTA ALBERDI	N
BUENOS AIRES	PASO DEL REY	SENADOR MORON	195	1742	BUENOS AIRES	MORENO	PASO DEL REY	PASO DEL REY CENTRO II	MORON	195	1742	CO	SM	EL JILGUERO	MAESTRA LUCIA RUEDA	N
